observations,actions,rewards,next_observations
"[-0.07587400078773499, -0.11606799811124802, 3.099999958067201e-05, -0.8963789939880371, 0.2401839941740036, 0.3682039976119995]","[268.66058349609375, -33.66324234008789]",-11.708130836486816,"[-0.07587400078773499, -0.11606799811124802, 3.099999958067201e-05, 0.6460959911346436, -0.4868679940700531, 0.4148330092430115]"
"[-0.055277999490499496, 0.14451000094413757, 3.099999958067201e-05, -0.8963789939880371, 0.2401839941740036, 0.3682039976119995]","[240.0870361328125, -43.44733428955078]",-7.626333713531494,"[-0.055277999490499496, 0.14451000094413757, 3.099999958067201e-05, 0.6460959911346436, -0.4868679940700531, 0.4148330092430115]"
"[-0.09792199730873108, 0.1176069974899292, 3.099999958067201e-05, -0.8963789939880371, 0.2401839941740036, 0.3682039976119995]","[311.8593444824219, -62.848854064941406]",-8.626965522766113,"[-0.09792199730873108, 0.1176069974899292, 3.099999958067201e-05, 0.6460959911346436, -0.4868679940700531, 0.4148330092430115]"
"[-0.10283699631690979, 0.06722100079059601, 3.099999958067201e-05, -0.8963789939880371, 0.2401839941740036, 0.3682039976119995]","[25.051387786865234, -14.332253456115723]",-10.923583984375,"[-0.10283699631690979, 0.06722100079059601, 3.099999958067201e-05, 0.6460959911346436, -0.4868679940700531, 0.4148330092430115]"
"[-0.12254700064659119, 0.021756000816822052, 3.099999958067201e-05, -0.8963789939880371, 0.2401839941740036, 0.3682039976119995]","[244.33213806152344, -59.41859436035156]",-7.793138027191162,"[-0.12254700064659119, 0.021756000816822052, 3.099999958067201e-05, 0.6460959911346436, -0.4868679940700531, 0.4148330092430115]"
"[-0.11315900087356567, -0.02678300067782402, 3.099999958067201e-05, -0.8963789939880371, 0.2401839941740036, 0.3682039976119995]","[111.26708984375, -43.14369201660156]",-6.414896488189697,"[-0.11315900087356567, -0.02678300067782402, 3.099999958067201e-05, 0.6460959911346436, -0.4868679940700531, 0.4148330092430115]"
"[-0.08236300200223923, -0.06554800271987915, 3.099999958067201e-05, -0.8963789939880371, 0.2401839941740036, 0.3682039976119995]","[158.04359436035156, -50.15700912475586]",-4.272392272949219,"[-0.08236300200223923, -0.06554800271987915, 3.099999958067201e-05, 0.6460959911346436, -0.4868679940700531, 0.4148330092430115]"
"[-0.03699199855327606, -0.08563800156116486, 3.099999958067201e-05, -0.8963789939880371, 0.2401839941740036, 0.3682039976119995]","[174.16632080078125, -46.45402145385742]",-4.446872711181641,"[-0.03699199855327606, -0.08563800156116486, 3.099999958067201e-05, 0.6460959911346436, -0.4868679940700531, 0.4148330092430115]"
"[0.01167299970984459, -0.08138299733400345, 3.099999958067201e-05, -0.8963789939880371, 0.2401839941740036, 0.3682039976119995]","[67.39781188964844, -18.27054786682129]",-10.319679260253906,"[0.01167299970984459, -0.08138299733400345, 3.099999958067201e-05, 0.6460959911346436, -0.4868679940700531, 0.4148330092430115]"
"[0.05094999819993973, -0.051989998668432236, 3.099999958067201e-05, -0.8963789939880371, 0.2401839941740036, 0.3682039976119995]","[63.916072845458984, -20.952306747436523]",-11.266926765441895,"[0.05094999819993973, -0.051989998668432236, 3.099999958067201e-05, 0.6460959911346436, -0.4868679940700531, 0.4148330092430115]"
"[0.07004699856042862, -0.006616999860852957, 3.099999958067201e-05, -0.8963789939880371, 0.2401839941740036, 0.3682039976119995]","[74.50431060791016, -22.7529354095459]",-10.6032075881958,"[0.07004699856042862, -0.006616999860852957, 3.099999958067201e-05, 0.6460959911346436, -0.4868679940700531, 0.4148330092430115]"
"[0.0010000000474974513, 0.0, -0.014968999661505222, 0.6460959911346436, -0.4868679940700531, 0.4148330092430115]","[334.6546936035156, -44.05228805541992]",-2.823798656463623,"[0.0010000000474974513, 0.0, -0.014968999661505222, 0.04982399940490723, 0.9506949782371521, 0.4009949862957001]"
"[0.0717800036072731, 0.0427200011909008, 3.099999958067201e-05, 0.6460959911346436, -0.4868679940700531, 0.4148330092430115]","[143.0314178466797, -65.88478088378906]",-10.929068565368652,"[0.0717800036072731, 0.0427200011909008, 3.099999958067201e-05, 0.04982399940490723, 0.9506949782371521, 0.4009949862957001]"
"[0.04253700003027916, 0.0823260024189949, 3.099999958067201e-05, 0.6460959911346436, -0.4868679940700531, 0.4148330092430115]","[315.2435607910156, -2.284311532974243]",-3.3378446102142334,"[0.04253700003027916, 0.0823260024189949, 3.099999958067201e-05, 0.04982399940490723, 0.9506949782371521, 0.4009949862957001]"
"[-0.004416999872773886, 0.09836900234222412, 3.099999958067201e-05, 0.6460959911346436, -0.4868679940700531, 0.4148330092430115]","[330.7890319824219, -13.423860549926758]",-2.1996796131134033,"[-0.004416999872773886, 0.09836900234222412, 3.099999958067201e-05, 0.04982399940490723, 0.9506949782371521, 0.4009949862957001]"
"[-0.05405599996447563, 0.0946580022573471, 3.099999958067201e-05, 0.6460959911346436, -0.4868679940700531, 0.4148330092430115]","[8.999754905700684, -61.2243766784668]",-7.64558219909668,"[-0.05405599996447563, 0.0946580022573471, 3.099999958067201e-05, 0.04982399940490723, 0.9506949782371521, 0.4009949862957001]"
"[-0.05393899977207184, 0.045485999435186386, 3.099999958067201e-05, 0.6460959911346436, -0.4868679940700531, 0.4148330092430115]","[207.049072265625, -27.152311325073242]",-9.867965698242188,"[-0.05393899977207184, 0.045485999435186386, 3.099999958067201e-05, 0.04982399940490723, 0.9506949782371521, 0.4009949862957001]"
"[-0.16410000622272491, -0.021498000249266624, 3.099999958067201e-05, 0.6460959911346436, -0.4868679940700531, 0.4148330092430115]","[193.99095153808594, -0.5392182469367981]",-11.76474666595459,"[-0.16410000622272491, -0.021498000249266624, 3.099999958067201e-05, 0.04982399940490723, 0.9506949782371521, 0.4009949862957001]"
"[0.09332799911499023, 0.08833400160074234, 3.099999958067201e-05, 0.6460959911346436, -0.4868679940700531, 0.4148330092430115]","[247.68751525878906, -41.558250427246094]",-7.524439811706543,"[0.09332799911499023, 0.08833400160074234, 3.099999958067201e-05, 0.04982399940490723, 0.9506949782371521, 0.4009949862957001]"
"[-0.05286400020122528, -0.004112999886274338, 3.099999958067201e-05, 0.6460959911346436, -0.4868679940700531, 0.4148330092430115]","[293.6877746582031, -36.40804672241211]",-4.605231285095215,"[-0.05286400020122528, -0.004112999886274338, 3.099999958067201e-05, 0.04982399940490723, 0.9506949782371521, 0.4009949862957001]"
"[-0.07587400078773499, -0.11606799811124802, 3.099999958067201e-05, 0.6460959911346436, -0.4868679940700531, 0.4148330092430115]","[164.78407287597656, -31.263572692871094]",-9.984275817871094,"[-0.07587400078773499, -0.11606799811124802, 3.099999958067201e-05, 0.04982399940490723, 0.9506949782371521, 0.4009949862957001]"
"[-0.055277999490499496, 0.14451000094413757, 3.099999958067201e-05, 0.6460959911346436, -0.4868679940700531, 0.4148330092430115]","[184.70228576660156, -3.3745369911193848]",-10.581191062927246,"[-0.055277999490499496, 0.14451000094413757, 3.099999958067201e-05, 0.04982399940490723, 0.9506949782371521, 0.4009949862957001]"
"[-0.09792199730873108, 0.1176069974899292, 3.099999958067201e-05, 0.6460959911346436, -0.4868679940700531, 0.4148330092430115]","[306.7796630859375, -56.32505798339844]",-6.025981903076172,"[-0.09792199730873108, 0.1176069974899292, 3.099999958067201e-05, 0.04982399940490723, 0.9506949782371521, 0.4009949862957001]"
"[-0.10283699631690979, 0.06722100079059601, 3.099999958067201e-05, 0.6460959911346436, -0.4868679940700531, 0.4148330092430115]","[307.7810974121094, -28.067062377929688]",-2.4753289222717285,"[-0.10283699631690979, 0.06722100079059601, 3.099999958067201e-05, 0.04982399940490723, 0.9506949782371521, 0.4009949862957001]"
"[-0.12254700064659119, 0.021756000816822052, 3.099999958067201e-05, 0.6460959911346436, -0.4868679940700531, 0.4148330092430115]","[223.54910278320312, -23.868993759155273]",-10.259856224060059,"[-0.12254700064659119, 0.021756000816822052, 3.099999958067201e-05, 0.04982399940490723, 0.9506949782371521, 0.4009949862957001]"
"[-0.11315900087356567, -0.02678300067782402, 3.099999958067201e-05, 0.6460959911346436, -0.4868679940700531, 0.4148330092430115]","[129.5736541748047, -1.0063596963882446]",-9.975064277648926,"[-0.11315900087356567, -0.02678300067782402, 3.099999958067201e-05, 0.04982399940490723, 0.9506949782371521, 0.4009949862957001]"
"[-0.08236300200223923, -0.06554800271987915, 3.099999958067201e-05, 0.6460959911346436, -0.4868679940700531, 0.4148330092430115]","[341.3278503417969, -9.115203857421875]",-2.622009754180908,"[-0.08236300200223923, -0.06554800271987915, 3.099999958067201e-05, 0.04982399940490723, 0.9506949782371521, 0.4009949862957001]"
"[-0.03699199855327606, -0.08563800156116486, 3.099999958067201e-05, 0.6460959911346436, -0.4868679940700531, 0.4148330092430115]","[108.75314331054688, -55.28702163696289]",-8.819456100463867,"[-0.03699199855327606, -0.08563800156116486, 3.099999958067201e-05, 0.04982399940490723, 0.9506949782371521, 0.4009949862957001]"
"[0.01167299970984459, -0.08138299733400345, 3.099999958067201e-05, 0.6460959911346436, -0.4868679940700531, 0.4148330092430115]","[76.51638793945312, -2.8912503719329834]",-10.727320671081543,"[0.01167299970984459, -0.08138299733400345, 3.099999958067201e-05, 0.04982399940490723, 0.9506949782371521, 0.4009949862957001]"
"[0.05094999819993973, -0.051989998668432236, 3.099999958067201e-05, 0.6460959911346436, -0.4868679940700531, 0.4148330092430115]","[174.49371337890625, -5.086199760437012]",-13.096522331237793,"[0.05094999819993973, -0.051989998668432236, 3.099999958067201e-05, 0.04982399940490723, 0.9506949782371521, 0.4009949862957001]"
"[0.07004699856042862, -0.006616999860852957, 3.099999958067201e-05, 0.6460959911346436, -0.4868679940700531, 0.4148330092430115]","[81.74813842773438, -38.3634147644043]",-9.421126365661621,"[0.07004699856042862, -0.006616999860852957, 3.099999958067201e-05, 0.04982399940490723, 0.9506949782371521, 0.4009949862957001]"
"[0.0010000000474974513, 0.0, -0.014968999661505222, 0.04982399940490723, 0.9506949782371521, 0.4009949862957001]","[268.6072998046875, -41.789268493652344]",-9.846089363098145,"[0.0010000000474974513, 0.0, -0.014968999661505222, -0.5346869826316833, -0.5733810067176819, 0.36853399872779846]"
"[0.0717800036072731, 0.0427200011909008, 3.099999958067201e-05, 0.04982399940490723, 0.9506949782371521, 0.4009949862957001]","[207.4441680908203, -46.05527877807617]",-9.193340301513672,"[0.0717800036072731, 0.0427200011909008, 3.099999958067201e-05, -0.5346869826316833, -0.5733810067176819, 0.36853399872779846]"
"[0.04253700003027916, 0.0823260024189949, 3.099999958067201e-05, 0.04982399940490723, 0.9506949782371521, 0.4009949862957001]","[260.0469970703125, -48.17689895629883]",-13.715874671936035,"[0.04253700003027916, 0.0823260024189949, 3.099999958067201e-05, -0.5346869826316833, -0.5733810067176819, 0.36853399872779846]"
"[-0.004416999872773886, 0.09836900234222412, 3.099999958067201e-05, 0.04982399940490723, 0.9506949782371521, 0.4009949862957001]","[60.49625778198242, -5.172147750854492]",-4.283661842346191,"[-0.004416999872773886, 0.09836900234222412, 3.099999958067201e-05, -0.5346869826316833, -0.5733810067176819, 0.36853399872779846]"
"[-0.05405599996447563, 0.0946580022573471, 3.099999958067201e-05, 0.04982399940490723, 0.9506949782371521, 0.4009949862957001]","[186.7232208251953, -43.70512390136719]",-8.67585277557373,"[-0.05405599996447563, 0.0946580022573471, 3.099999958067201e-05, -0.5346869826316833, -0.5733810067176819, 0.36853399872779846]"
"[-0.05393899977207184, 0.045485999435186386, 3.099999958067201e-05, 0.04982399940490723, 0.9506949782371521, 0.4009949862957001]","[307.3341064453125, -62.90073013305664]",-10.625012397766113,"[-0.05393899977207184, 0.045485999435186386, 3.099999958067201e-05, -0.5346869826316833, -0.5733810067176819, 0.36853399872779846]"
"[-0.16410000622272491, -0.021498000249266624, 3.099999958067201e-05, 0.04982399940490723, 0.9506949782371521, 0.4009949862957001]","[351.18634033203125, -34.28029251098633]",-9.897940635681152,"[-0.16410000622272491, -0.021498000249266624, 3.099999958067201e-05, -0.5346869826316833, -0.5733810067176819, 0.36853399872779846]"
"[0.09332799911499023, 0.08833400160074234, 3.099999958067201e-05, 0.04982399940490723, 0.9506949782371521, 0.4009949862957001]","[159.4900360107422, -14.854440689086914]",-7.7201032638549805,"[0.09332799911499023, 0.08833400160074234, 3.099999958067201e-05, -0.5346869826316833, -0.5733810067176819, 0.36853399872779846]"
"[-0.05286400020122528, -0.004112999886274338, 3.099999958067201e-05, 0.04982399940490723, 0.9506949782371521, 0.4009949862957001]","[129.7146759033203, -10.87655258178711]",-6.6553449630737305,"[-0.05286400020122528, -0.004112999886274338, 3.099999958067201e-05, -0.5346869826316833, -0.5733810067176819, 0.36853399872779846]"
"[-0.07587400078773499, -0.11606799811124802, 3.099999958067201e-05, 0.04982399940490723, 0.9506949782371521, 0.4009949862957001]","[89.71153259277344, -36.06820297241211]",-3.0167629718780518,"[-0.07587400078773499, -0.11606799811124802, 3.099999958067201e-05, -0.5346869826316833, -0.5733810067176819, 0.36853399872779846]"
"[-0.055277999490499496, 0.14451000094413757, 3.099999958067201e-05, 0.04982399940490723, 0.9506949782371521, 0.4009949862957001]","[111.05611419677734, -12.544670104980469]",-3.829866647720337,"[-0.055277999490499496, 0.14451000094413757, 3.099999958067201e-05, -0.5346869826316833, -0.5733810067176819, 0.36853399872779846]"
"[-0.09792199730873108, 0.1176069974899292, 3.099999958067201e-05, 0.04982399940490723, 0.9506949782371521, 0.4009949862957001]","[249.01739501953125, -42.826351165771484]",-8.765704154968262,"[-0.09792199730873108, 0.1176069974899292, 3.099999958067201e-05, -0.5346869826316833, -0.5733810067176819, 0.36853399872779846]"
"[-0.10283699631690979, 0.06722100079059601, 3.099999958067201e-05, 0.04982399940490723, 0.9506949782371521, 0.4009949862957001]","[38.871673583984375, -66.7675552368164]",-7.166910171508789,"[-0.10283699631690979, 0.06722100079059601, 3.099999958067201e-05, -0.5346869826316833, -0.5733810067176819, 0.36853399872779846]"
"[-0.12254700064659119, 0.021756000816822052, 3.099999958067201e-05, 0.04982399940490723, 0.9506949782371521, 0.4009949862957001]","[19.925640106201172, -40.639434814453125]",-8.03504467010498,"[-0.12254700064659119, 0.021756000816822052, 3.099999958067201e-05, -0.5346869826316833, -0.5733810067176819, 0.36853399872779846]"
"[-0.11315900087356567, -0.02678300067782402, 3.099999958067201e-05, 0.04982399940490723, 0.9506949782371521, 0.4009949862957001]","[74.68109130859375, -50.1805534362793]",-4.858155727386475,"[-0.11315900087356567, -0.02678300067782402, 3.099999958067201e-05, -0.5346869826316833, -0.5733810067176819, 0.36853399872779846]"
"[-0.08236300200223923, -0.06554800271987915, 3.099999958067201e-05, 0.04982399940490723, 0.9506949782371521, 0.4009949862957001]","[118.85417938232422, -32.23088073730469]",-5.645127296447754,"[-0.08236300200223923, -0.06554800271987915, 3.099999958067201e-05, -0.5346869826316833, -0.5733810067176819, 0.36853399872779846]"
"[-0.03699199855327606, -0.08563800156116486, 3.099999958067201e-05, 0.04982399940490723, 0.9506949782371521, 0.4009949862957001]","[59.115230560302734, -45.51502227783203]",-5.63810920715332,"[-0.03699199855327606, -0.08563800156116486, 3.099999958067201e-05, -0.5346869826316833, -0.5733810067176819, 0.36853399872779846]"
"[0.01167299970984459, -0.08138299733400345, 3.099999958067201e-05, 0.04982399940490723, 0.9506949782371521, 0.4009949862957001]","[265.2767333984375, -3.78277850151062]",-12.60416316986084,"[0.01167299970984459, -0.08138299733400345, 3.099999958067201e-05, -0.5346869826316833, -0.5733810067176819, 0.36853399872779846]"
"[0.05094999819993973, -0.051989998668432236, 3.099999958067201e-05, 0.04982399940490723, 0.9506949782371521, 0.4009949862957001]","[238.96995544433594, -44.80543899536133]",-10.800049781799316,"[0.05094999819993973, -0.051989998668432236, 3.099999958067201e-05, -0.5346869826316833, -0.5733810067176819, 0.36853399872779846]"
"[0.07004699856042862, -0.006616999860852957, 3.099999958067201e-05, 0.04982399940490723, 0.9506949782371521, 0.4009949862957001]","[251.78219604492188, -15.12825870513916]",-9.878625869750977,"[0.07004699856042862, -0.006616999860852957, 3.099999958067201e-05, -0.5346869826316833, -0.5733810067176819, 0.36853399872779846]"
"[0.0010000000474974513, 0.0, -0.014968999661505222, -0.5346869826316833, -0.5733810067176819, 0.36853399872779846]","[4.604096412658691, -66.89740753173828]",-9.39761734008789,"[0.0010000000474974513, 0.0, -0.014968999661505222, -0.28120601177215576, 0.865460991859436, 0.7512519955635071]"
"[0.0717800036072731, 0.0427200011909008, 3.099999958067201e-05, -0.5346869826316833, -0.5733810067176819, 0.36853399872779846]","[264.1615295410156, -30.179128646850586]",-5.922755718231201,"[0.0717800036072731, 0.0427200011909008, 3.099999958067201e-05, -0.28120601177215576, 0.865460991859436, 0.7512519955635071]"
